zeichnung;ventiltype;innenrate;aussenrate;beipruefdruck;innenzeit;aussenzeit;bemerkungen;modifiedBy
489267;23,5/1-46C;0,067;0,134;5;_;_;_;
494180;30R/54C;_;_;50/30;0,9;0,74;30R1/54C1 421269;
492060;82CI/48CDD;0,138;0,212;5;_;_;82C/70ED 424570;
492098;82C/70ED;0,62;0,5;5;_;_;82C/70ED 424570;
491734;115CKY/190CE;2,83;2,03;5;_;_;DIA114/4-192/2: 456121 / DIA162/98R1: 118488;
380247;30R/54C;0,138;0,166;5;_;_;30R1/54C: 088921;
492286;50CI/48CDD;_;_;50/30;0,9;1;50CI/48CDD 489974;
491629;DIA98/3-153CD;1,35;0,87;5;_;_;98/3-153CD: 131134;
491611;DIA23,5/1-46C;_;_;100/70;1,21;0,6;_;
492345;19C/38C;_;_;100/70;1,61;0,76;_;
275130;134R/207CEK;2,377;2,236;5;_;_;_;
492303;30ROK/54CK;_;_;100/70;0,63;0,51;_;
492614;30R1/54C;_;_;50/30;0,9;0,74;30R1/54C1 421269;
492662;DIA142/1-92/1;0,482;_;5;_;_;_;
438284;85CD/42C;0,189;0,463;5;_;_;neu;
491792;37R/24R;0,107;0,077;5;_;_;neu;
492904;214R/318CF;3;2,2;5;_;_;neu (SONDERWERTE!);
276903;52R/78CD;0,447;0,451;5;_;_;52R/78CD 279615;
493127;50D2/38DD;0,185;0,203;5;_;_;neu;
269282;30R/54C;_;_;100/70;0,63;0,51;30R/54C 272093;
278777;88CRXK/133CEK;1,188;1,432;5;_;_;_ (HD-Prüfung 50/30 nicht möglich);
0-440238;82CI/48CDD;0.138;0.212;5;_;_;_;_
0-493016;30ROK/54CK;_;_;100/70;0.63;0.51;_;_
0-493017;19C/38C;0.053;0.109;5;_;_;_;_
493017;19C/38C;_;_;100/70;1,61;0,76;_;
493016;30ROK/54CK;_;_;100/70;0,63;0,51;_;
440238;82CI/48CDD;_;_;50/30;0,86;0,56;440238 + 82C/70ED 424570;
272294;154R2/227CE;3,27;2,47;5;_;_;154R2/227CE 272036;
494031;73CGY/148SRE;1,073;0,787;5;_;_;_;
489266;23,5/1-46C;0,067;0,138;5;_;_;23,5/1-46C 489267;
478269;DIA38/1-75/1;0,64;0,24;100/70;_;_;neu;
820901;60R2/94CD;0,645;0,628;5;_;_;62R2/94CD 811728;
V4677;DIA226/2-B154;3,18;2,47;5;_;_;DIA226/2-B154 V4317;
593924;77CTO/113CD;0,58;0,648;5;_;_;77CTO/113CD 590927;
279287;134R/207CEK;2,37;2,23;5;_;_;134R/207CEK 275130;
433858;82C/70ED;0,625;0,493;5;_;_;82C/70ED 424570;
489269;16A/15A;_;_;100/70;4,07 (15A);2,82 (16A);15A/13A: 489268;
272949;30R/54C;_;_;50/30;0,9;0,7;30R/54C 272093;
99662;30R/54C;0,135;0,158;5;_;_;30R1/54C1 421269;
495323;105RX/165CE;1,785;1,365;5;_;_;105RX/165CE 459829 + 105R1/165CE 093413;
495391;164R/264CF;2;1,85;5;_;_;_ (SONDERWERTE!);
90068;79R2/128CE;0,975;1,064;5;_;_;_;
495630;42ROK/77CDK;0,341;0,414;5;_;_;42ROK/77CDK 478147;
493058;37R1/68C;_;_;50/30;0,7;0,6;37R/68C 420916;
495978;69CDE/48CDE;_;_;50/30;0,535;0,36;_;
495965;48CU/29CU;_;_;50/30;1,494;0,557;DIA44/1–DIA44/1: 419220;
496038;35CU/19CU;_;_;100/70;1,691;0,506;_;
496196;30RK/54CK;_;_;100/70;0,63;0,51;neu;
517103;88R1/140CE;1,2;1,16;5;_;_;_;
123120;138CI/88R1;1,18;0,36;5;_;_;neu;
123121;138CI/88R1;1,18;0,36;5;_;_;neu;
496972;DIA29/1–49/1;0,128;0,143;5;_;_;DIA29/1-49/1 465133;
363108;52R/78CD;0,449;0,439;5;_;_;52R2/78CD 092898;
496893;50CI/42C;_;_;100/70;0,444;0,69;50CIK/41CU 462809;
496824;42ROK/77CDK;0,341;0,414;5;_;_;42R2/77CD 421166;
496825;24RK/46CK;_;_;100/70;1,04;0,75;24RK/46CK 476819;
496826;17C/34C;_;_;100/70;1,81;0,86;17C/34C 422278;
497307;119CI/69EO;0,52;0,323;5;_;_;_;
599888;70CEDK/120CDK;0,634;0,663;5;_;_;70ED/120CD 587980;
135453;DIA81/1-57/1;0,163;0,414;5;_;_;_;
497263;30R/54C;0,138;0,166;5;_;_;30R1/54C 088921;
497262;52R/78CD;0,449;0,439;5;_;_;52R2/78CD 092898;
497526;98CROK/145CE;1,328;1,573;5;_;_;98CROK/145CE 446666+487092;
497537;42ROK/77CD;0,341;0,414;5;_;_;42R2/77CD 421166;
497551;24RK/46C;_;_;100/70;1,04;0,75;24RK/46CK 476819;
497577;17C/34C;_;_;100/70;1,81;0,86;17C/34C 422278;
497480;87CHY/133CE;1,56;1,43;5;_;_;_;
451402;174RX/274F;4,3;3,8;5;_;_;174RX/274F 544040;
497966;204CR/308CF;3,17;2,15;5;_;_;_ (=1/2-Leckrate);
498489;42R2/68C;_;_;100/70;0,24;0,41;_;
496390;136CD-DIA88/2;0,78;0,75;5;_;_;136CD/79R1: 083729 + 101CHY/154CE: 416908;
411607;88R4/133CE;1,295;1,135;5;_;_;88R4/133CE 272295;
498878;101CJY/154CE;2,152;1,674;5;_;_;101HY/179SRE 487128;
150755;82/1-82/1;_;_;100/70;2,05;2,05;150755+147070+149313;
498957;147CJ/217CE;3,638;2,182;5;_;_;_;
479043;82/1-82/1;_;_;100/70;2,05;2,05;479043+149313;
474445;136CD-DIA88/2;0,75;0,78;5;_;_;136CD/79R1: 083729 + 101CHY/154CE: 416908;
WA0680;70ED/120CD;0,626;0,666;5;_;_;PF 594047 - HD (50/30) Prüfung nicht möglich;
485651;174CK/274CF;2,98;1,9;5;_;_;_ (=1/2-Leckrate);
496223;82CI/48CDD;_;_;50/30;0,9;0,6;440238 + 82C/70ED 424570;
WA1417;82C/70ED;0,617;0,487;5;_;_;82C/70ED 424570;
WA1357;79CRK/106CD;_;_;100/70;0,41;0,67;neu;
WA1562;DIA130/2-A94S;1,26;1,08;5;_;_;DIA130/2-A94S V4356;
WA1354;45CEK/77CD;_;_;100/70;0,3;0,2;_ (5dm³);
WA1296;164CK/264CF;4,193;3,705;5;_;_;164R/264CF 495391;
128850;216CE/134R;2,377;2,249;5;_;_;134R1/207CE 050646;
WA2143;37R1/78CD;_;_;50/30;0,62;0,26;_;
WA2002;DIA17,5/1-34/1;_;_;100/70;1,65;0,83;17C/34C 424226;
WA2114;24R/54C;_;_;100/70;1,25;0,65;neu;
WA2063;134R2/227CE;2,377;2,48;5;_;_;DIA136/5-232/3 465119;
WA2145;60R2/106CD;0,646;0,548;5;_;_;52R2/96CD 442344;
WA2144;37R1/78CD;_;_;50/30;0,66;0,26;37R1/78CD WA2143;
276230;52R/78CD;0,447;0,451;5;_;_;neu;
WA2146;30R1/54C;_;_;100/70;0,6;0,47;_;
WA2108;79RX/133CE;0,975;1,424;5;_;_;neu;
WA2216;79RX/133CE;0,975;1,424;5;_;_;DIA80/4–DIA132/1 442172;
276229;88R4/133CE;1,3;1,43;5;_;_;_;
463024;DIA130/2-70/3;0,832;1,372;5;_;_;neu;
276130;70R/96CD;0,836;0,546;5;_;_;_;
WA2819;80FY/128E;1,097;1,073;5;_;_;80CGY/128CE 422732 + 80FY/128E 570049;
545667;52R2/86CD;0,45;0,47;5;_;_;52R2/86CD 529095;
439096;37RLX/65D;0,185;0,19;5;_;_;_;
270287;37R/62C;_;_;50/30;0,69;0,64;_;
WA2990;16A/15A;_;_;100/70;4,07 (15A);2,82 (16A);neu;
274900;41CDD/68C;0,132;0,211;5;_;_;_;
WA0797;115CKY/190CE;2,63;2,03;5;_;_;DIA114/4-192/2 456121 + DIA162/98R1 118488;
WA0798;73CGY/120CD;1,073;0,667;5;_;_;_;
WA0799;37R/62C;0,181;0,337;5;_;_;_;
WA4421;42ROK/77CDK;0,341;0,414;5;_;_;42R2/77CD 421166;
WA4417;98CROK/145CEK;1,328;1,573;5;_;_;98CROK/145CE 446666;
